gene1	gene2	SP
YQE_02941	YQE_03749	0.891
YQE_12555	YQE_09688	0.891
YQE_12555	YQE_04116	0.891
YQE_12555	YQE_05456	0.891
YQE_12555	YQE_00580	0.891
YQE_12555	YQE_09156	0.891
YQE_12557	YQE_12559	0.891
YQE_12557	YQE_06484	0.891
YQE_12557	YQE_05272	0.891
YQE_12557	YQE_03565	0.891
YQE_12559	YQE_09627	0.891
YQE_12559	YQE_00082	0.891
YQE_12559	YQE_09176	0.891
YQE_12559	YQE_05299	0.891
YQE_12559	YQE_00443	0.891
YQE_12559	YQE_09990	0.891
YQE_12562	YQE_10085	0.891
YQE_12562	YQE_05650	0.891
YQE_12562	YQE_09233	0.891
YQE_12562	YQE_09309	0.891
YQE_04447	YQE_08858	0.891
YQE_04447	YQE_10577	0.891
YQE_04447	YQE_04475	0.891
YQE_04447	YQE_01368	0.891
YQE_04447	YQE_11028	0.891
YQE_04447	YQE_06355	0.891
YQE_04450	YQE_03559	0.891
YQE_01503	YQE_11986	0.891
YQE_00397	YQE_02612	0.891
YQE_01205	YQE_05429	0.891
YQE_01205	YQE_12164	0.891
YQE_00426	YQE_01231	0.891
YQE_00426	YQE_09322	0.891
YQE_00426	YQE_01099	0.891
YQE_04824	YQE_03621	0.891
YQE_04826	YQE_08548	0.891
YQE_04828	YQE_03463	0.891
YQE_04828	YQE_03370	0.891
YQE_04831	YQE_11130	0.891
YQE_04833	YQE_04253	0.891
YQE_04838	YQE_04105	0.891
YQE_04839	YQE_03510	0.891
YQE_04839	YQE_12969	0.891
YQE_04839	YQE_09962	0.891
YQE_04839	YQE_02472	0.891
YQE_04843	YQE_03925	0.891
YQE_04843	YQE_08591	0.891
YQE_04843	YQE_08640	0.891
YQE_04845	YQE_08856	0.891
YQE_04848	YQE_10542	0.891
YQE_04848	YQE_07711	0.891
YQE_04848	YQE_02071	0.891
YQE_04848	YQE_04502	0.891
YQE_04852	YQE_01477	0.891
YQE_04852	YQE_09179	0.891
YQE_04856	YQE_03819	0.891
YQE_04856	YQE_00770	0.891
YQE_04856	YQE_08531	0.891
YQE_04858	YQE_02364	0.891
YQE_04859	YQE_06511	0.891
YQE_04860	YQE_00161	0.891
YQE_04861	YQE_09202	0.891
YQE_04862	YQE_07095	0.891
YQE_04866	YQE_09298	0.891
YQE_04867	YQE_01233	0.891
YQE_04877	YQE_04317	0.891
YQE_04877	YQE_04995	0.891
YQE_04877	YQE_06354	0.891
YQE_04877	YQE_06355	0.891
YQE_04885	YQE_00153	0.891
YQE_04885	YQE_04814	0.891
YQE_04885	YQE_00610	0.891
YQE_04890	YQE_07536	0.891
YQE_03922	YQE_01850	0.891
YQE_03923	YQE_07827	0.891
YQE_03923	YQE_00464	0.891
YQE_03925	YQE_12842	0.891
YQE_03448	YQE_07730	0.891
YQE_03460	YQE_04091	0.891
YQE_03462	YQE_05084	0.891
YQE_03462	YQE_09439	0.891
YQE_03462	YQE_06167	0.891
YQE_03463	YQE_02011	0.891
YQE_03463	YQE_00223	0.891
YQE_03463	YQE_07034	0.891
YQE_03463	YQE_03819	0.891
YQE_03463	YQE_08631	0.891
YQE_03463	YQE_01841	0.891
YQE_03463	YQE_02458	0.891
YQE_03464	YQE_12190	0.891
YQE_03473	YQE_04542	0.891
YQE_03479	YQE_05659	0.891
YQE_00807	YQE_12902	0.891
YQE_00808	YQE_08529	0.891
YQE_00703	YQE_12527	0.891
YQE_00703	YQE_11948	0.891
YQE_09527	YQE_00836	0.891
YQE_09527	YQE_05555	0.891
YQE_09527	YQE_09089	0.891
YQE_01235	YQE_00341	0.891
YQE_01997	YQE_03319	0.891
YQE_01997	YQE_10054	0.891
YQE_01997	YQE_01359	0.891
YQE_01998	YQE_12115	0.891
YQE_02003	YQE_08630	0.891
YQE_02003	YQE_09498	0.891
YQE_02004	YQE_04312	0.891
YQE_02011	YQE_03501	0.891
YQE_02011	YQE_05322	0.891
YQE_02011	YQE_11511	0.891
YQE_02011	YQE_06834	0.891
YQE_02011	YQE_08499	0.891
YQE_02012	YQE_07729	0.891
YQE_02012	YQE_11265	0.891
YQE_02012	YQE_03819	0.891
YQE_02012	YQE_09063	0.891
YQE_02012	YQE_12905	0.891
YQE_02012	YQE_06834	0.891
YQE_02012	YQE_11769	0.891
YQE_02012	YQE_09978	0.891
YQE_02013	YQE_05117	0.891
YQE_00315	YQE_00643	0.891
YQE_00315	YQE_00393	0.891
YQE_00315	YQE_04754	0.891
YQE_00992	YQE_11416	0.891
YQE_03014	YQE_07004	0.891
YQE_03018	YQE_03844	0.891
YQE_00653	YQE_04639	0.891
YQE_00653	YQE_10908	0.891
YQE_02962	YQE_12552	0.891
YQE_03195	YQE_05089	0.891
YQE_03195	YQE_03254	0.891
YQE_03195	YQE_08441	0.891
YQE_03195	YQE_05045	0.891
YQE_03195	YQE_08539	0.891
YQE_06537	YQE_07330	0.891
YQE_06537	YQE_11958	0.891
YQE_06537	YQE_10989	0.891
YQE_06537	YQE_12056	0.891
YQE_07644	YQE_06928	0.891
YQE_07645	YQE_08429	0.891
YQE_07645	YQE_09831	0.891
YQE_07645	YQE_10659	0.891
YQE_00176	YQE_03281	0.891
YQE_00176	YQE_10054	0.891
YQE_00465	YQE_10544	0.891
YQE_00465	YQE_04383	0.891
YQE_11461	YQE_01288	0.891
YQE_11461	YQE_04318	0.891
YQE_11466	YQE_06168	0.891
YQE_11469	YQE_09328	0.891
YQE_11469	YQE_03190	0.891
YQE_11469	YQE_09339	0.891
YQE_11471	YQE_09794	0.891
YQE_11471	YQE_13077	0.891
YQE_11471	YQE_05409	0.891
YQE_11471	YQE_01990	0.891
YQE_11473	YQE_08858	0.891
YQE_11473	YQE_05593	0.891
YQE_11473	YQE_12824	0.891
YQE_11473	YQE_09353	0.891
YQE_11474	YQE_06192	0.891
YQE_11474	YQE_09315	0.891
YQE_11474	YQE_12986	0.891
YQE_11484	YQE_07682	0.891
YQE_11486	YQE_06796	0.891
YQE_11486	YQE_06178	0.891
YQE_11486	YQE_12962	0.891
YQE_11486	YQE_07638	0.891
YQE_11486	YQE_02520	0.891
YQE_11492	YQE_05257	0.891
YQE_11494	YQE_06190	0.891
YQE_11497	YQE_06796	0.891
YQE_01479	YQE_09865	0.891
YQE_01479	YQE_02544	0.891
YQE_00474	YQE_03257	0.891
YQE_00474	YQE_12453	0.891
YQE_00474	YQE_05646	0.891
YQE_00474	YQE_09303	0.891
YQE_00474	YQE_02520	0.891
YQE_07852	YQE_07650	0.891
YQE_07852	YQE_07047	0.891
YQE_07852	YQE_10417	0.891
YQE_07852	YQE_10419	0.891
YQE_01041	YQE_01231	0.891
YQE_01728	YQE_06958	0.891
YQE_02550	YQE_11819	0.891
YQE_02550	YQE_02573	0.891
YQE_02551	YQE_00662	0.891
YQE_04700	YQE_12440	0.891
YQE_04700	YQE_01964	0.891
YQE_04700	YQE_03810	0.891
YQE_04700	YQE_06075	0.891
YQE_04700	YQE_01977	0.891
YQE_04701	YQE_10634	0.891
YQE_04701	YQE_01372	0.891
YQE_02272	YQE_03305	0.891
YQE_02272	YQE_11819	0.891
YQE_02272	YQE_05387	0.891
YQE_02277	YQE_06214	0.891
YQE_02277	YQE_09012	0.891
YQE_02283	YQE_06798	0.891
YQE_02283	YQE_01874	0.891
YQE_02283	YQE_07534	0.891
YQE_02283	YQE_13078	0.891
YQE_02283	YQE_12828	0.891
YQE_02283	YQE_00487	0.891
YQE_02286	YQE_11973	0.891
YQE_02287	YQE_06498	0.891
YQE_02287	YQE_04713	0.891
YQE_01043	YQE_04293	0.891
YQE_05072	YQE_03772	0.891
YQE_05072	YQE_09313	0.891
YQE_05072	YQE_09998	0.891
YQE_05072	YQE_02457	0.891
YQE_05073	YQE_12194	0.891
YQE_05075	YQE_11089	0.891
YQE_05076	YQE_05047	0.891
YQE_05077	YQE_01834	0.891
YQE_05079	YQE_07704	0.891
YQE_05082	YQE_03169	0.891
YQE_05082	YQE_04330	0.891
YQE_05089	YQE_01368	0.891
YQE_05089	YQE_05046	0.891
YQE_02586	YQE_10949	0.891
YQE_02586	YQE_08441	0.891
YQE_02586	YQE_07552	0.891
YQE_02586	YQE_08627	0.891
YQE_02586	YQE_09313	0.891
YQE_02586	YQE_12900	0.891
YQE_02586	YQE_08550	0.891
YQE_03489	YQE_09183	0.891
YQE_11501	YQE_10624	0.891
YQE_11501	YQE_08517	0.891
YQE_00524	YQE_03119	0.891
YQE_00524	YQE_09886	0.891
YQE_00524	YQE_11812	0.891
YQE_00524	YQE_05632	0.891
YQE_00524	YQE_11028	0.891
YQE_03897	YQE_07881	0.891
YQE_03897	YQE_01370	0.891
YQE_03897	YQE_04593	0.891
YQE_03897	YQE_06852	0.891
YQE_01328	YQE_07838	0.891
YQE_01328	YQE_03374	0.891
YQE_01328	YQE_00848	0.891
YQE_01328	YQE_01841	0.891
YQE_01328	YQE_02876	0.891
YQE_01328	YQE_12493	0.891
YQE_01328	YQE_05273	0.891
YQE_01328	YQE_06355	0.891
YQE_00045	YQE_02068	0.891
YQE_11593	YQE_02882	0.891
YQE_02381	YQE_12166	0.891
YQE_00439	YQE_02577	0.891
YQE_01797	YQE_10534	0.891
YQE_01797	YQE_00647	0.891
YQE_01797	YQE_04642	0.891
YQE_01797	YQE_00105	0.891
YQE_01797	YQE_00574	0.891
YQE_01798	YQE_00507	0.891
YQE_11841	YQE_04715	0.891
YQE_11850	YQE_00860	0.891
YQE_11850	YQE_01011	0.891
YQE_11856	YQE_09056	0.891
YQE_11859	YQE_12662	0.891
YQE_11859	YQE_02396	0.891
YQE_11859	YQE_07316	0.891
YQE_11859	YQE_10239	0.891
YQE_11859	YQE_05236	0.891
YQE_11859	YQE_09342	0.891
YQE_11862	YQE_11083	0.891
YQE_11862	YQE_04316	0.891
YQE_11863	YQE_05250	0.891
YQE_11864	YQE_06179	0.891
YQE_11864	YQE_09315	0.891
YQE_11868	YQE_07866	0.891
YQE_11868	YQE_05982	0.891
YQE_11868	YQE_06173	0.891
YQE_11878	YQE_09801	0.891
YQE_11878	YQE_02740	0.891
YQE_11884	YQE_03298	0.891
YQE_11884	YQE_12660	0.891
YQE_11884	YQE_00019	0.891
YQE_11884	YQE_04344	0.891
YQE_11884	YQE_08640	0.891
YQE_11884	YQE_05366	0.891
YQE_11885	YQE_06165	0.891
YQE_11887	YQE_06757	0.891
YQE_11891	YQE_07800	0.891
YQE_11891	YQE_07674	0.891
YQE_11891	YQE_10994	0.891
YQE_11895	YQE_05632	0.891
YQE_02407	YQE_04067	0.891
YQE_02408	YQE_07050	0.891
YQE_02408	YQE_00724	0.891
YQE_02408	YQE_11790	0.891
YQE_02408	YQE_06252	0.891
YQE_02408	YQE_05656	0.891
YQE_02408	YQE_09357	0.891
YQE_04058	YQE_00311	0.891
YQE_04058	YQE_04360	0.891
YQE_04058	YQE_12809	0.891
YQE_04058	YQE_09016	0.891
YQE_12575	YQE_02092	0.891
YQE_03632	YQE_02632	0.891
YQE_03633	YQE_04325	0.891
YQE_03633	YQE_00082	0.891
YQE_03633	YQE_12459	0.891
YQE_03633	YQE_12855	0.891
YQE_03633	YQE_04566	0.891
YQE_03084	YQE_00515	0.891
YQE_03084	YQE_01761	0.891
YQE_03092	YQE_07671	0.891
YQE_03092	YQE_08640	0.891
YQE_03092	YQE_09144	0.891
YQE_03096	YQE_11154	0.891
YQE_08839	YQE_08858	0.891
YQE_08839	YQE_01901	0.891
YQE_08840	YQE_06821	0.891
YQE_08840	YQE_00347	0.891
YQE_08847	YQE_07372	0.891
YQE_08847	YQE_10044	0.891
YQE_08847	YQE_04484	0.891
YQE_08847	YQE_09200	0.891
YQE_08847	YQE_05388	0.891
YQE_08847	YQE_11511	0.891
YQE_08847	YQE_12024	0.891
YQE_08847	YQE_12056	0.891
YQE_08847	YQE_12134	0.891
YQE_08850	YQE_08443	0.891
YQE_08850	YQE_02883	0.891
YQE_08855	YQE_10995	0.891
YQE_08856	YQE_10208	0.891
YQE_08856	YQE_10214	0.891
YQE_08857	YQE_09642	0.891
YQE_08858	YQE_05114	0.891
YQE_08858	YQE_09883	0.891
YQE_08858	YQE_03782	0.891
YQE_08858	YQE_08624	0.891
YQE_08858	YQE_05656	0.891
YQE_08858	YQE_07105	0.891
YQE_08858	YQE_09998	0.891
YQE_08858	YQE_03565	0.891
YQE_08858	YQE_12036	0.891
YQE_08858	YQE_08550	0.891
YQE_08860	YQE_06371	0.891
YQE_08860	YQE_11018	0.891
YQE_08860	YQE_08528	0.891
YQE_08863	YQE_00187	0.891
YQE_08863	YQE_00376	0.891
YQE_08869	YQE_12164	0.891
YQE_00854	YQE_12808	0.891
YQE_00854	YQE_12135	0.891
YQE_00089	YQE_01810	0.891
YQE_01441	YQE_07700	0.891
YQE_01441	YQE_07023	0.891
YQE_07791	YQE_09863	0.891
YQE_07791	YQE_05390	0.891
YQE_07791	YQE_00357	0.891
YQE_07793	YQE_06171	0.891
YQE_07797	YQE_07050	0.891
YQE_07797	YQE_03374	0.891
YQE_07797	YQE_09231	0.891
YQE_07797	YQE_05272	0.891
YQE_07797	YQE_05273	0.891
YQE_07800	YQE_09312	0.891
YQE_07800	YQE_10994	0.891
YQE_07801	YQE_07330	0.891
YQE_07805	YQE_07625	0.891
YQE_07805	YQE_12082	0.891
YQE_07806	YQE_02248	0.891
YQE_07809	YQE_05116	0.891
YQE_07809	YQE_03305	0.891
YQE_07809	YQE_07876	0.891
YQE_07809	YQE_10947	0.891
YQE_07809	YQE_12459	0.891
YQE_07809	YQE_05299	0.891
YQE_07809	YQE_00493	0.891
YQE_07809	YQE_02439	0.891
YQE_07812	YQE_01192	0.891
YQE_07819	YQE_02368	0.891
YQE_07819	YQE_02061	0.891
YQE_07819	YQE_05461	0.891
YQE_07819	YQE_09048	0.891
YQE_07819	YQE_09060	0.891
YQE_07827	YQE_12036	0.891
YQE_07828	YQE_02369	0.891
YQE_07828	YQE_00164	0.891
YQE_07835	YQE_03506	0.891
YQE_07835	YQE_02741	0.891
YQE_07838	YQE_01901	0.891
YQE_07838	YQE_02458	0.891
YQE_05114	YQE_00848	0.891
YQE_05114	YQE_06252	0.891
YQE_05114	YQE_05563	0.891
YQE_05114	YQE_05045	0.891
YQE_05115	YQE_11410	0.891
YQE_05116	YQE_07676	0.891
YQE_05116	YQE_09743	0.891
YQE_05116	YQE_08162	0.891
YQE_05116	YQE_00641	0.891
YQE_05116	YQE_01290	0.891
YQE_05116	YQE_12029	0.891
YQE_05117	YQE_04553	0.891
YQE_05117	YQE_06511	0.891
YQE_05117	YQE_01502	0.891
YQE_05117	YQE_05665	0.891
YQE_05117	YQE_09056	0.891
YQE_05117	YQE_05066	0.891
YQE_05118	YQE_04553	0.891
YQE_05118	YQE_00848	0.891
YQE_05118	YQE_05656	0.891
YQE_05118	YQE_11958	0.891
YQE_05119	YQE_02878	0.891
YQE_05119	YQE_12808	0.891
YQE_00246	YQE_03263	0.891
YQE_00246	YQE_05346	0.891
YQE_00246	YQE_05754	0.891
YQE_11134	YQE_09914	0.891
YQE_11134	YQE_00724	0.891
YQE_02244	YQE_05601	0.891
YQE_02246	YQE_07876	0.891
YQE_02246	YQE_10949	0.891
YQE_02246	YQE_05593	0.891
YQE_02246	YQE_09313	0.891
YQE_10024	YQE_02362	0.891
YQE_10030	YQE_05651	0.891
YQE_10038	YQE_02505	0.891
YQE_10039	YQE_09276	0.891
YQE_10040	YQE_09167	0.891
YQE_10040	YQE_09254	0.891
YQE_10040	YQE_10960	0.891
YQE_10043	YQE_07865	0.891
YQE_10043	YQE_01900	0.891
YQE_01822	YQE_04301	0.891
YQE_07853	YQE_05629	0.891
YQE_07859	YQE_12003	0.891
YQE_00816	YQE_03540	0.891
YQE_00816	YQE_00552	0.891
YQE_00816	YQE_12242	0.891
YQE_03867	YQE_03749	0.891
YQE_00187	YQE_11417	0.891
YQE_00187	YQE_04064	0.891
YQE_00187	YQE_11943	0.891
YQE_00187	YQE_10427	0.891
YQE_00187	YQE_00574	0.891
YQE_03242	YQE_06834	0.891
YQE_03243	YQE_00201	0.891
YQE_03243	YQE_03223	0.891
YQE_03243	YQE_00577	0.891
YQE_03243	YQE_06168	0.891
YQE_03245	YQE_09060	0.891
YQE_03246	YQE_10409	0.891
YQE_03246	YQE_07023	0.891
YQE_03250	YQE_10450	0.891
YQE_03254	YQE_07876	0.891
YQE_03254	YQE_01021	0.891
YQE_03256	YQE_10577	0.891
YQE_03256	YQE_02885	0.891
YQE_03256	YQE_08443	0.891
YQE_03256	YQE_05532	0.891
YQE_03256	YQE_09610	0.891
YQE_03257	YQE_06261	0.891
YQE_03257	YQE_09301	0.891
YQE_03257	YQE_08517	0.891
YQE_03260	YQE_03305	0.891
YQE_03260	YQE_02067	0.891
YQE_03260	YQE_06276	0.891
YQE_03261	YQE_05659	0.891
YQE_03261	YQE_09156	0.891
YQE_03261	YQE_12818	0.891
YQE_03261	YQE_01499	0.891
YQE_03262	YQE_11075	0.891
YQE_03262	YQE_09061	0.891
YQE_03262	YQE_05346	0.891
YQE_03262	YQE_05347	0.891
YQE_03263	YQE_06991	0.891
YQE_03263	YQE_04421	0.891
YQE_03263	YQE_11803	0.891
YQE_03263	YQE_08591	0.891
YQE_03263	YQE_02924	0.891
YQE_03263	YQE_09048	0.891
YQE_03263	YQE_12837	0.891
YQE_03269	YQE_09144	0.891
YQE_03271	YQE_00447	0.891
YQE_03275	YQE_10475	0.891
YQE_03279	YQE_02925	0.891
YQE_03279	YQE_09182	0.891
YQE_03279	YQE_08541	0.891
YQE_03280	YQE_03297	0.891
YQE_03280	YQE_02742	0.891
YQE_03280	YQE_05646	0.891
YQE_03280	YQE_04289	0.891
YQE_03280	YQE_12876	0.891
YQE_03280	YQE_08541	0.891
YQE_03281	YQE_09743	0.891
YQE_03281	YQE_08903	0.891
YQE_03281	YQE_00082	0.891
YQE_03281	YQE_06355	0.891
YQE_03287	YQE_03369	0.891
YQE_03287	YQE_09814	0.891
YQE_03294	YQE_06944	0.891
YQE_03294	YQE_00855	0.891
YQE_03294	YQE_12467	0.891
YQE_03294	YQE_12476	0.891
YQE_03297	YQE_02514	0.891
YQE_03300	YQE_09202	0.891
YQE_03300	YQE_05390	0.891
YQE_03303	YQE_12936	0.891
YQE_03305	YQE_12855	0.891
YQE_03305	YQE_08687	0.891
YQE_03306	YQE_11121	0.891
YQE_03306	YQE_03806	0.891
YQE_03308	YQE_06221	0.891
YQE_03308	YQE_09207	0.891
YQE_03309	YQE_09913	0.891
YQE_03309	YQE_12550	0.891
YQE_03309	YQE_09811	0.891
YQE_03310	YQE_04326	0.891
YQE_03310	YQE_05410	0.891
YQE_03312	YQE_11129	0.891
YQE_03312	YQE_12133	0.891
YQE_03313	YQE_10388	0.891
YQE_03313	YQE_03796	0.891
YQE_03313	YQE_12501	0.891
YQE_03313	YQE_00594	0.891
YQE_03313	YQE_09996	0.891
YQE_03315	YQE_04086	0.891
YQE_03319	YQE_11420	0.891
YQE_03319	YQE_08162	0.891
YQE_03325	YQE_10228	0.891
YQE_03329	YQE_00706	0.891
YQE_03329	YQE_10949	0.891
YQE_03329	YQE_01450	0.891
YQE_03329	YQE_00464	0.891
YQE_03329	YQE_12824	0.891
YQE_03329	YQE_01417	0.891
YQE_03329	YQE_12020	0.891
YQE_03331	YQE_10233	0.891
YQE_03333	YQE_06137	0.891
YQE_03333	YQE_00012	0.891
YQE_01477	YQE_03964	0.891
YQE_01477	YQE_02544	0.891
YQE_07370	YQE_05297	0.891
YQE_07370	YQE_08524	0.891
YQE_07370	YQE_08535	0.891
YQE_07370	YQE_06853	0.891
YQE_07372	YQE_01370	0.891
YQE_07372	YQE_06367	0.891
YQE_07372	YQE_06277	0.891
YQE_07372	YQE_01289	0.891
YQE_07372	YQE_01290	0.891
YQE_07372	YQE_12846	0.891
YQE_07372	YQE_06355	0.891
YQE_07373	YQE_09974	0.891
YQE_03134	YQE_03964	0.891
YQE_03134	YQE_06481	0.891
YQE_03135	YQE_05737	0.891
YQE_00860	YQE_11110	0.891
YQE_00860	YQE_06796	0.891
YQE_00860	YQE_09834	0.891
YQE_00860	YQE_09863	0.891
YQE_03130	YQE_08614	0.891
YQE_03130	YQE_05273	0.891
YQE_03130	YQE_05066	0.891
YQE_03130	YQE_00443	0.891
YQE_04540	YQE_03140	0.891
YQE_04540	YQE_09627	0.891
YQE_04540	YQE_05534	0.891
YQE_04542	YQE_09074	0.891
YQE_04543	YQE_04773	0.891
YQE_04544	YQE_06803	0.891
YQE_04546	YQE_05366	0.891
YQE_04553	YQE_07330	0.891
YQE_04553	YQE_03527	0.891
YQE_04553	YQE_03772	0.891
YQE_04553	YQE_11005	0.891
YQE_04554	YQE_11020	0.891
YQE_03960	YQE_10419	0.891
YQE_03960	YQE_00347	0.891
YQE_03964	YQE_09459	0.891
YQE_03964	YQE_03788	0.891
YQE_03964	YQE_04517	0.891
YQE_10541	YQE_02753	0.891
YQE_10544	YQE_12975	0.891
YQE_10545	YQE_06751	0.891
YQE_10545	YQE_02924	0.891
YQE_10545	YQE_09048	0.891
YQE_10545	YQE_09068	0.891
YQE_10545	YQE_09086	0.891
YQE_10545	YQE_05409	0.891
YQE_10545	YQE_11519	0.891
YQE_10545	YQE_00918	0.891
YQE_10556	YQE_00482	0.891
YQE_10556	YQE_08503	0.891
YQE_10561	YQE_05347	0.891
YQE_10566	YQE_07873	0.891
YQE_10566	YQE_04317	0.891
YQE_10566	YQE_05577	0.891
YQE_10566	YQE_01858	0.891
YQE_10566	YQE_12150	0.891
YQE_10567	YQE_10044	0.891
YQE_10567	YQE_05272	0.891
YQE_10577	YQE_07689	0.891
YQE_10577	YQE_00706	0.891
YQE_10577	YQE_07653	0.891
YQE_10577	YQE_06277	0.891
YQE_10577	YQE_04301	0.891
YQE_10577	YQE_00493	0.891
YQE_10578	YQE_12472	0.891
YQE_10580	YQE_06508	0.891
YQE_10580	YQE_05587	0.891
YQE_10580	YQE_09221	0.891
YQE_10580	YQE_12828	0.891
YQE_10580	YQE_12838	0.891
YQE_10594	YQE_01832	0.891
YQE_10594	YQE_04293	0.891
YQE_10599	YQE_06227	0.891
YQE_10599	YQE_12876	0.891
YQE_10601	YQE_08503	0.891
YQE_10604	YQE_02061	0.891
YQE_10605	YQE_04298	0.891
YQE_10618	YQE_03776	0.891
YQE_10618	YQE_05416	0.891
YQE_10619	YQE_06136	0.891
YQE_10624	YQE_07320	0.891
YQE_10624	YQE_10909	0.891
YQE_10624	YQE_05742	0.891
YQE_10625	YQE_04068	0.891
YQE_10627	YQE_06498	0.891
YQE_10627	YQE_03119	0.891
YQE_10627	YQE_03166	0.891
YQE_10627	YQE_04566	0.891
YQE_10627	YQE_00443	0.891
YQE_10628	YQE_04712	0.891
YQE_10628	YQE_04714	0.891
YQE_10628	YQE_12462	0.891
YQE_10631	YQE_02601	0.891
YQE_01253	YQE_04171	0.891
YQE_02361	YQE_09977	0.891
YQE_02361	YQE_12013	0.891
YQE_02361	YQE_00058	0.891
YQE_02362	YQE_04978	0.891
YQE_02362	YQE_10419	0.891
YQE_02362	YQE_00364	0.891
YQE_02364	YQE_12173	0.891
YQE_02369	YQE_03788	0.891
YQE_02370	YQE_06174	0.891
YQE_00877	YQE_08450	0.891
YQE_00877	YQE_08638	0.891
YQE_00877	YQE_10966	0.891
YQE_00877	YQE_08535	0.891
YQE_00662	YQE_00596	0.891
YQE_07655	YQE_03030	0.891
YQE_07669	YQE_04348	0.891
YQE_07671	YQE_06914	0.891
YQE_07671	YQE_05347	0.891
YQE_07674	YQE_00594	0.891
YQE_07675	EMDPOG00000000214	0.891
YQE_07676	YQE_11149	0.891
YQE_07676	YQE_06276	0.891
YQE_07676	YQE_09130	0.891
YQE_07676	YQE_11028	0.891
YQE_07678	YQE_04713	0.891
YQE_07678	YQE_06368	0.891
YQE_07678	YQE_06116	0.891
YQE_07678	YQE_01546	0.891
YQE_07678	YQE_08161	0.891
YQE_07678	YQE_09260	0.891
YQE_07678	EMDPOG00000000312	0.891
YQE_07678	YQE_09610	0.891
YQE_07689	YQE_11099	0.891
YQE_07689	YQE_10947	0.891
YQE_07689	YQE_10054	0.891
YQE_07689	YQE_08161	0.891
YQE_07689	YQE_00770	0.891
YQE_07689	YQE_05321	0.891
YQE_07689	YQE_00343	0.891
YQE_07689	YQE_06833	0.891
YQE_07698	YQE_06160	0.891
YQE_07711	YQE_11010	0.891
YQE_07717	YQE_12464	0.891
YQE_07720	YQE_04772	0.891
YQE_07723	YQE_07034	0.891
YQE_07723	YQE_08558	0.891
YQE_07723	YQE_12928	0.891
YQE_07723	YQE_04566	0.891
YQE_07729	YQE_08160	0.891
YQE_07729	YQE_08687	0.891
YQE_07729	YQE_09610	0.891
YQE_07729	YQE_08531	0.891
YQE_07730	YQE_04087	0.891
YQE_07730	YQE_04123	0.891
YQE_07730	YQE_03848	0.891
YQE_07735	YQE_09112	0.891
YQE_07736	YQE_12952	0.891
YQE_07736	YQE_11031	0.891
YQE_07739	YQE_07871	0.891
YQE_07739	YQE_12038	0.891
YQE_07741	YQE_08502	0.891
YQE_07745	YQE_08446	0.891
YQE_07745	YQE_03213	0.891
YQE_07745	YQE_07023	0.891
YQE_07745	YQE_09705	0.891
YQE_11083	YQE_06136	0.891
YQE_11083	YQE_05566	0.891
YQE_11092	YQE_07550	0.891
YQE_11097	YQE_01970	0.891
YQE_11097	YQE_02063	0.891
YQE_11097	YQE_10990	0.891
YQE_11099	YQE_04452	0.891
YQE_11100	YQE_04115	0.891
YQE_11100	YQE_07653	0.891
YQE_11100	YQE_03374	0.891
YQE_11100	YQE_12906	0.891
YQE_11111	YQE_06751	0.891
YQE_11113	YQE_03206	0.891
YQE_11118	YQE_00140	0.891
YQE_11120	YQE_04643	0.891
YQE_11120	YQE_01848	0.891
YQE_11121	YQE_09182	0.891
YQE_11121	YQE_12837	0.891
YQE_11124	YQE_02881	0.891
YQE_11124	YQE_06367	0.891
YQE_11124	YQE_05593	0.891
YQE_11129	YQE_12044	0.891
YQE_02630	YQE_06490	0.891
YQE_01534	YQE_01978	0.891
YQE_04254	YQE_02619	0.891
YQE_04254	YQE_04639	0.891
YQE_00410	YQE_02921	0.891
YQE_00368	YQE_00150	0.891
YQE_00368	YQE_07092	0.891
YQE_12440	YQE_12082	0.891
YQE_06475	YQE_06740	0.891
YQE_06475	YQE_03796	0.891
YQE_06475	YQE_04511	0.891
YQE_06477	YQE_05068	0.891
YQE_06480	YQE_01037	0.891
YQE_06480	YQE_09131	0.891
YQE_06480	YQE_09962	0.891
YQE_06484	YQE_09357	0.891
YQE_06490	YQE_06211	0.891
YQE_06490	YQE_12090	0.891
YQE_06492	YQE_09789	0.891
YQE_06498	YQE_05532	0.891
YQE_06502	YQE_07538	0.891
YQE_06505	YQE_12129	0.891
YQE_06508	YQE_01909	0.891
YQE_01306	YQE_12058	0.891
YQE_08913	YQE_09151	0.891
YQE_08914	YQE_06252	0.891
YQE_08914	YQE_10233	0.891
YQE_08914	YQE_00121	0.891
YQE_06741	YQE_09273	0.891
YQE_06741	YQE_09309	0.891
YQE_06741	YQE_12952	0.891
YQE_06741	YQE_09339	0.891
YQE_06749	YQE_10233	0.891
YQE_06751	YQE_06190	0.891
YQE_06751	YQE_06223	0.891
YQE_06751	YQE_09328	0.891
YQE_06751	YQE_03385	0.891
YQE_06751	YQE_05044	0.891
YQE_06751	YQE_11030	0.891
YQE_06751	YQE_09980	0.891
YQE_06757	YQE_05755	0.891
YQE_06795	YQE_06192	0.891
YQE_06795	YQE_05650	0.891
YQE_06795	YQE_09131	0.891
YQE_06795	YQE_11512	0.891
YQE_06796	YQE_10990	0.891
YQE_06797	YQE_04123	0.891
YQE_06797	YQE_03386	0.891
YQE_06802	YQE_06137	0.891
